Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
-9,-529.0045030124493,25,-405.5810391535141,192,-5909.40145606256,-0.14900469564469948,-0.1414382526675899,63.13485819995238,-0.6039573259645113,May,9,14,10,21,Returning_Visitor,False,0
2,50.875,0,0.0,32,1375.8,0.016129032,0.041935484,0.0,0.0,Nov,3,2,3,6,Returning_Visitor,True,0
0,0.0,0,0.0,4,124.0,0.0,0.025,0.0,0.0,May,3,2,1,4,Returning_Visitor,True,0
4,91.0,0,0.0,20,537.625,0.0,0.01,0.0,0.0,Dec,8,13,9,20,Other,False,0
0,0.0,1,55.0,63,1462.45,0.0,0.003225806,22.088,0.0,May,2,2,1,5,New_Visitor,False,1
0,0.0,0,0.0,4,107.0,0.0,0.05,0.0,0.8,May,2,5,3,2,Returning_Visitor,False,0
1,9.0,1,29.5,23,1157.583333,0.007692308,0.053846154,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,False,0
2,22.9,0,0.0,145,5962.732411,0.002857143,0.013265367,0.780277403,0.0,Nov,2,10,7,3,Returning_Visitor,True,1
0,0.0,0,0.0,10,244.6666667,0.005,0.065,0.0,0.0,Dec,1,1,1,1,Returning_Visitor,False,0
6,80.5,1,10.06666667,23,477.7,0.0,0.007142857,0.0,0.0,Jul,4,2,7,2,New_Visitor,True,0
-7,754.2084491563936,25,-408.12033067849785,-142,-5190.997050575004,0.19105085492774315,-0.1098473307024138,-61.19470174082234,0.7997293213191617,May,9,14,10,21,Returning_Visitor,False,0
0,0.0,2,59.5,43,760.875,0.018412698,0.036790123,0.0,0.0,Dec,4,2,1,2,Returning_Visitor,True,0
15,658.20915864938,25,505.3533784886862,163,-4716.584569695947,-0.17038750454275114,0.23400301534597995,69.53500972684571,0.7712189116504715,Dec,9,14,10,21,Returning_Visitor,False,0
14,734.8843892530329,25,500.5489648802618,177,-5637.316433480994,0.175261291882096,-0.14869924289143852,76.36089304569445,-0.561151773989502,Aug,9,14,10,21,Returning_Visitor,False,1
0,0.0,0,0.0,23,836.5,0.0,0.013043478,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,False,0
15,772.1825216061826,25,-502.31251196712367,-100,-5078.7418566186225,0.20389801693365622,0.19475943358862616,-66.77200327601737,-0.7214151131944885,Dec,9,14,10,21,Returning_Visitor,False,0
0,0.0,0,0.0,9,953.8333333,0.0,0.011428571,92.83857143,0.0,May,3,2,1,5,Returning_Visitor,True,1
2,160.0,0,0.0,17,1306.666667,0.010526316,0.014035088,0.0,0.0,Mar,3,2,2,3,Returning_Visitor,False,0
2,95.8,0,0.0,83,4052.358631,0.000340136,0.008176477,19.61979883,0.0,Sep,2,2,4,3,Returning_Visitor,False,1
-8,-458.88727118277666,25,567.1434721574147,-104,-6333.228176237212,-0.15473733816403154,-0.13611066120421894,-66.31302570890011,-0.6690048095836495,Nov,9,14,10,21,New_Visitor,True,0
9,329.297619,1,75.0,32,1888.547619,0.010810811,0.025900901,24.63837838,0.0,May,1,1,9,4,Returning_Visitor,True,1
0,0.0,2,120.5,54,1389.216667,0.008928571,0.025119048,0.0,0.0,Dec,1,1,1,2,Returning_Visitor,False,0
14,-473.8311520160448,25,531.3715029365185,-136,8076.186998025152,0.1947370792150655,0.23542172533711545,74.47809334436266,-0.5674165810939362,Nov,9,14,10,21,Returning_Visitor,False,0
2,84.5,0,0.0,21,710.5416667,0.012121212,0.028787879,0.0,0.0,Nov,2,4,4,2,Returning_Visitor,False,0
15,773.0690775219866,25,-445.755411788971,203,7553.224158863842,-0.13095302660619385,-0.1186601714463769,-61.32835064904733,0.7503073797903449,Aug,9,14,10,21,New_Visitor,True,0
-8,772.9347884895959,25,594.4184796236627,203,-5017.1301807861455,0.18695312930056657,0.20472497217508895,-53.31126115766372,-0.7327882491021871,Mar,9,14,10,21,Returning_Visitor,False,0
0,0.0,0,0.0,12,655.0,0.036363636,0.063636364,0.0,0.8,May,2,2,1,6,Returning_Visitor,False,0
0,0.0,0,0.0,43,3382.083333,0.0,0.011627907,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,0
6,177.6,0,0.0,17,284.7833333,0.009090909,0.022727273,31.99181419,0.0,Oct,4,1,1,2,Returning_Visitor,False,1
0,0.0,0,0.0,5,180.5,0.04,0.066666667,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,0
14,-497.4020319706092,25,521.7481302865797,195,8660.7742726174,-0.1506601589217475,0.2359856380396713,69.90937442188635,-0.6026586674158311,May,9,14,10,21,Returning_Visitor,False,0
0,0.0,0,0.0,6,219.5,0.011111111,0.077777778,0.0,0.0,May,2,4,2,6,Returning_Visitor,False,0
2,87.83333333,1,113.0,67,4868.0,0.0,0.003174603,48.45370723,0.0,Dec,2,2,5,2,Returning_Visitor,False,1
8,294.5,3,231.7,24,1034.583333,0.0,0.015196078,9.877647059,0.0,May,2,4,3,3,Returning_Visitor,False,1
3,14.0,0,0.0,154,4712.769322,0.001282051,0.014267214,3.890350183,0.0,May,2,5,6,3,Returning_Visitor,False,0
0,0.0,0,0.0,48,3177.366667,0.008510638,0.044680851,0.0,0.0,Jul,2,2,5,1,Returning_Visitor,False,0
4,159.0,0,0.0,3,64.75,0.0,0.014285714,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,0
-8,715.2132682683647,25,512.9296760129895,-143,-5374.129493962177,0.190995849603752,-0.12586216339650647,-50.57475437321227,0.8614668998252717,Dec,9,14,10,21,Returning_Visitor,False,0
6,360.9166667,4,114.2,17,806.65,0.01,0.015,0.0,0.0,June,2,10,3,5,New_Visitor,True,0
4,166.5,1,27.0,21,452.8141026,0.044,0.047238095,0.0,0.0,May,3,2,4,3,Returning_Visitor,False,0
6,83.4,1,102.3,34,970.6266667,0.008823529,0.014313725,0.0,0.0,Nov,1,1,6,2,Returning_Visitor,False,0
-10,-485.2297749534413,25,485.69448677005755,169,7345.873144115082,0.17623819274703897,0.22204304574151268,75.65218226924745,-0.610146316606497,Nov,9,14,10,21,Returning_Visitor,False,1
-7,695.4225783323235,25,506.7757915592874,-128,-5444.477337616231,-0.1671962578074917,0.21807337942514393,63.46766528053795,0.7215176932788419,Jul,9,14,10,21,Returning_Visitor,True,0
0,0.0,1,19.0,27,1523.05,0.0,0.001851852,22.12888889,0.0,May,1,1,1,4,Returning_Visitor,False,1
5,20.0,0,0.0,56,441.2166667,0.008474576,0.019322034,0.0,0.2,May,2,2,2,3,Returning_Visitor,False,0
15,-613.1587656738685,25,-524.7901259588439,202,-4643.821374897204,-0.16823523899042522,0.2084530412156635,71.06486453784451,0.7557002449304977,Nov,9,14,10,21,Returning_Visitor,False,1
5,46.5,0,0.0,17,219.5,0.011111111,0.022222222,0.0,0.0,Dec,3,2,2,13,Returning_Visitor,False,0
1,6.0,0,0.0,6,125.0,0.0,0.057142857,0.0,0.0,Dec,2,2,6,1,Returning_Visitor,False,0
1,56.0,0,0.0,17,831.3888889,0.033333333,0.059259259,0.0,0.0,May,3,2,4,3,Returning_Visitor,False,0
3,19.25,0,0.0,8,713.5833333,0.0,0.046969697,0.0,0.0,Nov,3,2,1,10,Returning_Visitor,True,0
1,62.13333333,0,0.0,79,3421.653333,0.004878049,0.022357724,4.127430681,0.0,Oct,2,4,1,2,Returning_Visitor,False,1
0,0.0,0,0.0,28,1425.583333,0.014814815,0.026984127,14.59072178,0.0,Dec,2,4,4,1,Returning_Visitor,False,0
0,0.0,0,0.0,6,192.0,0.0,0.04,0.0,0.0,Mar,2,10,4,3,Returning_Visitor,False,0
0,0.0,0,0.0,7,496.75,0.0,0.011111111,0.0,0.0,Mar,3,2,6,1,Returning_Visitor,False,0
2,15.41666667,6,160.8333333,8,143.3333333,0.013333333,0.045238095,0.0,0.0,Nov,1,1,4,2,Returning_Visitor,False,0
0,0.0,0,0.0,51,1219.054286,0.0,0.012113703,9.063088034,0.0,Aug,2,2,2,1,Returning_Visitor,False,1
0,0.0,0,0.0,8,149.0,0.133333333,0.155555556,0.0,0.8,May,2,2,7,3,Returning_Visitor,False,0
4,59.4,0,0.0,19,157.2,0.010526316,0.021052632,0.0,0.0,Sep,2,5,3,2,New_Visitor,True,0
2,15.6,0,0.0,10,68.0,0.018181818,0.045454545,0.0,0.2,May,2,2,2,3,Returning_Visitor,False,0
6,93.5,0,0.0,23,251.3333333,0.0,0.013768116,0.0,0.0,May,2,2,3,3,New_Visitor,False,0
0,0.0,1,8.0,36,1093.154762,0.0,0.001428571,0.0,0.0,May,1,1,6,4,Returning_Visitor,False,0
5,825.0,0,0.0,33,808.1666667,0.0,0.005405405,20.85956757,0.0,Mar,2,4,9,10,New_Visitor,False,1
1,162.2,0,0.0,6,156.2,0.014285714,0.1,0.0,0.0,Jul,3,2,3,1,Returning_Visitor,False,0
13,-508.4588325483944,25,-478.43597100151084,169,7144.896127641861,0.19907698166968366,-0.13561472791615736,-60.12852715255535,0.761294380094448,June,9,14,10,21,Returning_Visitor,False,0
14,685.9258182576182,25,551.9048832519197,-119,-5766.146005536323,-0.1599648695092983,0.21421795181506814,73.09242940286826,-0.5699500813557172,Nov,9,14,10,21,Returning_Visitor,True,0
1,32.33333333,1,56.0,62,2414.9,0.0,0.002222222,30.4615873,0.0,May,2,2,9,2,Returning_Visitor,False,1
2,95.0,0,0.0,10,445.0,0.016666667,0.033333333,0.0,0.0,Dec,2,2,4,2,New_Visitor,True,0
2,386.0,0,0.0,72,712.2960784,0.0,0.000913242,0.0,0.0,Nov,2,2,4,2,New_Visitor,False,0
1,38.0,2,20.0,57,2931.580303,0.004,0.021833333,0.0,1.0,May,2,2,4,2,Returning_Visitor,True,0
1,20.0,1,115.0,50,1404.459091,0.013,0.044,0.0,0.0,Dec,2,2,2,2,Returning_Visitor,True,0
2,32.0,2,1150.0,58,5072.395938,0.007667474,0.038802798,2.483389831,0.2,May,2,2,3,6,Returning_Visitor,False,0
7,441.8333333,3,102.5,231,9230.890838,0.006458333,0.021838687,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,True,0
14,642.1911826927034,25,-463.39294339847737,175,7939.904703561177,-0.14650703298201098,-0.11748295411974227,-52.008840832591204,0.8031572183330592,May,9,14,10,21,New_Visitor,False,0
0,0.0,0,0.0,19,196.5,0.0,0.021052632,0.0,0.0,May,2,2,7,1,Returning_Visitor,True,0
1,94.8,0,0.0,6,223.1,0.0,0.00952381,0.0,0.0,Sep,5,11,8,14,Returning_Visitor,False,0
4,20.0,0,0.0,34,461.2333333,0.0,0.022685185,0.0,0.0,Jul,2,4,1,4,Returning_Visitor,True,0
15,-636.0970051482539,25,-507.98589909156703,-143,8528.649828734697,0.19190939209074512,0.23226547043329923,70.26162674592625,0.8008581146031529,Mar,9,14,10,21,Returning_Visitor,False,0
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.0,June,2,4,3,3,Returning_Visitor,False,0
2,15.0,0,0.0,26,601.7681818,0.0,0.007407407,0.0,0.8,May,2,4,1,2,New_Visitor,False,0
0,0.0,0,0.0,14,561.6666667,0.0,0.025,0.0,0.0,Dec,2,2,9,10,Returning_Visitor,False,0
12,-520.6209232654955,25,474.40626461825246,188,-5027.083227003424,-0.1677265150349578,0.22432949721976622,74.23137145524814,-0.5618422431424852,Oct,9,14,10,21,Returning_Visitor,False,0
-7,703.776098841302,25,-528.5320267793115,-139,8335.709701027848,0.18430625805483958,0.19069776445652895,70.13489260464758,0.7224474443207581,May,9,14,10,21,Returning_Visitor,True,0
1,5.0,0,0.0,7,1252.766667,0.025,0.021428571,0.0,0.0,Sep,1,2,7,4,Returning_Visitor,False,0
-9,785.6001647984244,25,545.3456411000084,-129,7501.039057849401,0.18385633016101785,0.20568982584645137,-50.993800821794466,0.8171510982613011,Mar,9,14,10,21,Returning_Visitor,False,0
-9,-559.2331267354458,25,-502.1229066709281,-138,-5369.795744783458,0.21134591251242874,-0.12725873451901434,-55.99354935781092,-0.6149075776696782,Nov,9,14,10,21,New_Visitor,True,0
15,649.1356991862249,25,-439.220732645779,-104,-4886.098485110074,0.18210839160449233,-0.11184462117537852,-55.520025539173176,0.7641017220205133,Dec,9,14,10,21,Returning_Visitor,False,0
0,0.0,0,0.0,21,263.0,0.00952381,0.030952381,0.0,0.0,Mar,2,6,1,3,Returning_Visitor,False,0
2,58.4,0,0.0,54,3708.392857,0.002631579,0.020467836,11.7031641,0.0,Sep,4,2,9,13,Returning_Visitor,False,1
0,0.0,0,0.0,34,4190.75,0.021764706,0.074369748,0.0,0.0,May,2,2,8,6,Returning_Visitor,False,0
1,202.0,0,0.0,2,8.0,0.0,0.066666667,0.0,0.0,Mar,2,2,8,6,New_Visitor,False,0
2,47.66666667,0,0.0,5,72.33333333,0.0,0.014285714,0.0,0.0,Mar,1,1,8,2,New_Visitor,False,0
2,21.0,0,0.0,9,84.1,0.0,0.006060606,0.0,0.0,Oct,2,2,3,2,New_Visitor,False,0
1,43.4,0,0.0,29,432.0222222,0.0,0.006896552,0.0,0.0,Nov,1,1,1,3,New_Visitor,False,0
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.0,Jul,3,2,1,13,Returning_Visitor,False,0
4,130.5,0,0.0,6,165.5,0.0,0.033333333,0.0,0.0,May,3,2,1,4,Returning_Visitor,False,0
3,208.0,0,0.0,16,1037.819444,0.020833333,0.028125,0.0,0.0,Nov,1,1,1,8,Returning_Visitor,True,0
0,0.0,0,0.0,15,212.8,0.019047619,0.042857143,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,False,0
1,19.0,0,0.0,4,51.5,0.05,0.1,0.0,0.0,Nov,3,2,6,13,Returning_Visitor,False,0
-7,637.8953093872788,25,476.0664126119518,-123,-4709.804014613977,-0.12796067530309457,-0.1405820314861854,-61.63805741914007,0.7829505370306609,Nov,9,14,10,21,Returning_Visitor,False,0
0,0.0,1,16.0,8,308.0,0.0,0.025,35.091,0.0,May,2,4,1,2,Returning_Visitor,False,1
0,0.0,0,0.0,1,504.0,0.0,0.1,0.0,0.0,May,1,1,3,3,Returning_Visitor,False,0
0,0.0,0,0.0,4,34.2,0.05,0.1,0.0,0.0,Oct,2,2,1,5,Returning_Visitor,False,0
-10,-562.9009548149918,25,491.1711441532473,175,6980.68565846795,0.21484613628504734,-0.1469954660273124,-50.63671188600363,-0.6021880487973508,Nov,9,14,10,21,Returning_Visitor,False,0
0,0.0,0,0.0,4,137.0,0.15,0.15,0.0,0.2,May,3,3,2,11,Returning_Visitor,False,0
8,206.0,0,0.0,8,107.0,0.0,0.02,0.0,0.0,May,1,1,6,1,Returning_Visitor,False,0
8,77.0,0,0.0,36,2670.869444,0.0,0.018461538,13.99676923,0.0,May,2,5,7,2,Returning_Visitor,False,0
0,0.0,1,30.5,24,1689.134524,0.0,0.008,0.0,0.0,Nov,2,2,9,2,Returning_Visitor,False,0
4,431.0,0,0.0,6,619.0,0.0,0.025,0.0,0.0,May,1,8,2,11,Returning_Visitor,False,0
0,0.0,0,0.0,49,579.5833333,0.0,0.00625,0.0,0.0,May,2,2,3,1,Returning_Visitor,False,0
2,50.5,0,0.0,14,689.3833333,0.0,0.013333333,100.7776,0.0,May,2,2,3,2,Returning_Visitor,False,1
0,0.0,0,0.0,2,22.0,0.0,0.1,0.0,0.0,Nov,3,2,3,3,Returning_Visitor,False,0
0,0.0,0,0.0,20,597.25,0.0,0.02,0.0,0.0,Dec,2,2,1,13,Returning_Visitor,False,0
0,0.0,0,0.0,26,338.2333333,0.024871795,0.078269231,0.0,0.0,May,2,2,2,2,Returning_Visitor,True,0
1,8.0,0,0.0,29,826.85,0.007142857,0.029591837,10.98707143,0.0,May,1,1,3,4,Returning_Visitor,False,1
2,115.0,5,151.6666667,21,2080.75,0.011904762,0.045192308,20.37964966,0.0,May,1,1,1,2,Returning_Visitor,False,0
8,574.55,0,0.0,15,571.4238596,0.031578947,0.029645043,0.0,0.0,Oct,3,2,4,2,Returning_Visitor,False,0
0,0.0,0,0.0,20,606.0,0.0,0.011111111,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,0
1,21.0,1,61.0,49,1647.152381,0.0,0.0008,144.3934888,0.0,Mar,2,2,7,2,Returning_Visitor,True,1
0,0.0,1,37.2,37,2767.753333,0.005555556,0.015,0.0,0.0,Nov,2,2,2,2,Returning_Visitor,False,0
-8,-570.5151191134873,25,547.7303203301401,174,-6236.713530076325,0.17902481675625972,0.1938782059154212,-61.55455917943836,-0.6462303890321954,Oct,9,14,10,21,New_Visitor,True,0
0,0.0,0,0.0,8,56.33333333,0.0,0.0125,0.0,1.0,May,2,2,1,4,Returning_Visitor,True,0
0,0.0,0,0.0,4,64.0,0.0,0.05,0.0,0.4,May,2,5,3,1,Returning_Visitor,False,0
-9,-632.8700878647353,25,-408.2670095260662,-102,8491.573479962746,0.20053910992933216,0.21889422504072661,-59.517176532776254,0.8504410166038718,May,9,14,10,21,Returning_Visitor,True,0
3,11.33333333,0,0.0,20,302.3888889,0.0,0.002380952,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,0
0,0.0,0,0.0,8,144.0,0.025,0.045833333,0.0,0.0,Mar,3,2,7,3,Returning_Visitor,True,0
1,41.4,0,0.0,30,684.6,0.019354839,0.041935484,0.0,0.0,Aug,2,2,5,1,Returning_Visitor,False,0
4,184.3666667,0,0.0,3,52.26666667,0.0,0.021212121,0.0,0.0,Oct,3,2,1,5,Returning_Visitor,False,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,0
1,10.0,0,0.0,82,706.2996032,0.0,0.002439024,0.0,1.0,May,2,2,4,2,Returning_Visitor,True,0
0,0.0,0,0.0,4,124.5,0.05,0.07,0.0,0.6,May,2,2,6,3,Returning_Visitor,False,0
3,92.83333333,0,0.0,24,463.8166667,0.002666667,0.015333333,17.84230699,0.0,Mar,1,1,1,2,Returning_Visitor,False,1
-9,782.3874460967837,25,466.38991418686237,195,8020.558872456559,-0.14954502148103938,-0.12549360564606782,-52.91419082176161,-0.6021676266345901,Nov,9,14,10,21,New_Visitor,False,1
0,0.0,0,0.0,4,1833.0,0.0,0.05,0.0,0.0,Mar,2,5,2,10,Returning_Visitor,True,0
8,279.28,0,0.0,17,835.4180952,0.0,0.018571429,35.89140755,0.0,Aug,3,2,3,2,New_Visitor,False,1
12,761.7660379222348,25,-461.6541456721361,-108,-5115.500826012381,-0.13131684031163207,-0.11920676135417324,63.52756814644528,0.6669356955914679,May,9,14,10,21,Returning_Visitor,False,0
10,166.9318182,2,246.0,51,2697.487879,0.004310345,0.017471264,3.099,0.6,May,2,2,2,19,Returning_Visitor,False,0
7,75.84615385,4,246.3333333,16,672.8794872,0.021428571,0.029027611,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,0
0,0.0,2,232.7333333,23,1669.024978,0.0,0.016333333,0.0,0.0,June,3,2,4,2,Returning_Visitor,False,0
2,94.0,0,0.0,25,893.1,0.0,0.009615385,0.0,0.0,Mar,2,4,4,1,Returning_Visitor,False,0
-9,631.7411304494692,25,545.1454254806993,178,-4927.6611014729915,0.21544270242905372,-0.13208987966317837,-51.79838058032672,-0.7085245992306998,Mar,9,14,10,21,Returning_Visitor,False,0
0,0.0,0,0.0,3,96.0,0.0,0.066666667,0.0,0.0,May,1,8,6,11,Returning_Visitor,True,0
3,91.5,0,0.0,36,1266.5,0.038888889,0.052777778,0.0,0.4,May,2,2,1,2,Returning_Visitor,False,0
4,61.5,0,0.0,40,1115.878205,0.0,0.003216374,0.0,0.0,May,3,2,1,11,New_Visitor,False,0
0,0.0,0,0.0,10,146.9166667,0.06,0.085,0.0,0.0,Nov,3,2,4,13,Returning_Visitor,True,0
0,0.0,0,0.0,4,26.0,0.0,0.05,0.0,0.0,Nov,2,5,6,11,Returning_Visitor,True,0
10,382.8333333,4,319.3,72,4163.797619,0.000297619,0.010912698,12.0921619,0.0,Mar,2,2,6,2,Returning_Visitor,False,1
-9,727.1269316335405,25,593.1872767399057,190,-6011.763317055059,0.17562685879819215,0.23644641558828922,-56.4949593360364,0.8098211526464331,Aug,9,14,10,21,Returning_Visitor,False,0
3,145.2,0,0.0,11,1646.366667,0.0,0.027777778,0.0,0.0,June,2,2,2,1,Returning_Visitor,False,0
0,0.0,3,191.3333333,57,1315.455182,0.0,0.009501916,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,True,1
0,0.0,0,0.0,68,809.2456349,0.002985075,0.005970149,109.9124051,0.0,Mar,2,5,4,2,Returning_Visitor,False,1
1,5.0,0,0.0,37,2235.828084,0.0,0.010810811,50.07598981,0.0,Nov,2,5,7,10,Returning_Visitor,False,1
12,275.5166667,2,288.375,60,1276.594048,0.0,0.00952381,5.45243266,0.0,Nov,4,1,1,2,Returning_Visitor,False,1
0,0.0,0,0.0,10,225.4666667,0.0,0.05,0.0,0.4,Feb,1,1,8,3,Returning_Visitor,False,0
9,186.6730769,0,0.0,73,1606.30825,0.010295359,0.019108884,0.0,0.0,Nov,3,2,8,2,Returning_Visitor,True,0
0,0.0,0,0.0,6,114.4166667,0.0,0.016666667,0.0,0.0,Nov,3,2,1,6,New_Visitor,True,0
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.0,Aug,2,2,2,4,Returning_Visitor,False,0
13,-508.42074285766023,25,460.9401882263918,173,8608.381598172291,0.2086611986623863,-0.14435184106157387,-51.83824956435605,-0.6171680578731087,Mar,9,14,10,21,Returning_Visitor,False,0
-9,753.9168339667583,25,-421.0621751350469,-134,7472.437079452775,-0.16909151836176933,-0.12113273859136595,65.97821398862537,-0.5446179721721458,Nov,9,14,10,21,Returning_Visitor,False,1
0,0.0,0,0.0,5,200.9333333,0.0,0.08,0.0,0.0,Dec,3,2,1,6,Returning_Visitor,False,0
16,244.2666667,1,0.0,101,4484.669445,0.008408408,0.024055759,3.50497054,0.0,Dec,3,2,2,10,Returning_Visitor,False,0
3,33.46666667,0,0.0,113,1576.252222,0.003508772,0.009314954,40.08238165,0.0,June,2,2,7,3,Returning_Visitor,False,0
0,0.0,0,0.0,3,14.0,0.155555556,0.155555556,0.0,0.0,May,1,1,4,4,Returning_Visitor,True,0
0,0.0,0,0.0,15,275.5,0.004444444,0.031111111,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,0
4,319.0,1,21.5,33,1829.183333,0.0,0.017619048,16.07106667,0.6,May,2,4,7,2,Returning_Visitor,False,1
4,42.2,0,0.0,98,2260.838889,0.004040404,0.007070707,32.9346011,0.0,Nov,2,4,1,3,New_Visitor,False,1
4,118.4545455,0,0.0,112,7968.903361,0.003093259,0.036793698,0.0,0.8,May,2,2,1,1,Returning_Visitor,False,0
0,0.0,0,0.0,16,1558.25,0.0,0.013244048,0.0,0.0,Nov,3,2,3,2,New_Visitor,True,0
4,64.5,0,0.0,28,852.3333333,0.013793103,0.02454844,0.0,0.0,May,2,2,1,7,Returning_Visitor,True,0
4,181.5,0,0.0,34,2265.571429,0.0,0.018018018,28.11367347,0.0,Nov,4,1,3,1,Returning_Visitor,True,1
18,257.5625,3,70.25,247,10415.32566,0.011229304,0.029681426,0.0,0.0,Nov,2,2,6,1,Returning_Visitor,False,0
0,0.0,0,0.0,3,161.0,0.0,0.066666667,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,0
1,54.5,0,0.0,35,1267.0625,0.005555556,0.021296296,9.458902094,0.0,Dec,2,2,3,10,Returning_Visitor,True,0
14,732.2584323158325,25,-527.2189429429077,-125,6984.052415865938,-0.17157691374828063,0.19874144060995994,-50.71201620808077,-0.698701214960433,Dec,9,14,10,21,New_Visitor,False,1
13,-521.3774561673484,25,-454.274820583127,204,-5051.788269295481,-0.16449195531099048,0.2316440153915902,69.39105407962228,0.7572007199503039,May,9,14,10,21,Returning_Visitor,False,0
0,0.0,0,0.0,11,577.0,0.018181818,0.027272727,0.0,0.2,Feb,2,2,3,1,Returning_Visitor,False,0
1,18.0,0,0.0,29,765.3928571,0.0,0.000892857,0.0,0.0,Nov,2,2,8,3,New_Visitor,False,0
15,-602.3557857527067,25,-526.5084342023215,184,7993.366220917531,-0.17094024237427946,0.20030809982334652,-65.85809435699173,-0.6926099801361252,Nov,9,14,10,21,Returning_Visitor,False,0
8,171.75,0,0.0,32,486.6666667,0.0,0.005555556,0.0,0.0,Dec,4,2,1,2,New_Visitor,False,0
1,14.0,0,0.0,11,239.5833333,0.0,0.016666667,0.0,0.0,Nov,2,2,6,1,Returning_Visitor,True,0
15,-597.4192528934425,25,501.8850414792386,-109,-5214.930182629552,-0.16099136885044563,0.2318580683211104,-54.79455612415022,0.726179350050748,May,9,14,10,21,Returning_Visitor,False,0
3,36.2,0,0.0,2,4.0,0.0,0.04,27.79373861,0.0,Oct,2,2,6,2,New_Visitor,True,0
6,100.5,0,0.0,10,332.5833333,0.0,0.002197802,0.0,0.0,Dec,8,13,9,20,Other,False,0
2,83.0,0,0.0,15,630.0,0.0,0.003333333,42.23025869,0.0,Dec,4,1,3,1,Returning_Visitor,True,1
0,0.0,0,0.0,6,671.6666667,0.0,0.016666667,0.0,0.0,May,2,4,3,3,Returning_Visitor,False,0
0,0.0,0,0.0,14,404.3392857,0.0,0.033333333,0.0,0.0,Dec,1,8,3,20,Returning_Visitor,True,0
0,0.0,0,0.0,11,303.5,0.0,0.012121212,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,0
0,0.0,0,0.0,4,57.0,0.05,0.075,0.0,0.0,Nov,1,1,1,8,New_Visitor,False,0
0,0.0,2,75.5,109,4008.578283,0.003003003,0.01899841,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,1
4,97.61111111,0,0.0,24,1128.468254,0.038461538,0.058577534,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,0
0,0.0,0,0.0,9,171.5,0.0,0.022222222,0.0,0.0,Nov,2,2,2,13,Returning_Visitor,False,0
7,54.63636364,1,75.0,67,1336.554221,0.0,0.027327327,4.148878378,0.0,May,2,2,7,4,Returning_Visitor,False,0
2,21.0,0,0.0,34,2600.258333,0.011111111,0.037464387,9.938399233,0.0,Mar,1,1,1,3,Returning_Visitor,False,0
3,50.37333333,4,63.1,91,3827.498846,0.057801418,0.072399527,0.0,0.0,Sep,3,2,6,13,Returning_Visitor,False,0
3,53.5,0,0.0,82,3801.680397,0.010714286,0.03015873,0.906375967,0.0,Sep,2,2,1,4,Returning_Visitor,False,0
9,249.5,0,0.0,66,2506.333333,0.015277778,0.041369048,13.99708333,0.0,May,2,2,6,6,Returning_Visitor,False,1
-10,-621.4287036646801,25,-469.92825001588966,-115,7036.250345128633,-0.16745746740324388,-0.12198601245224078,-50.67096136474376,-0.6282973456959928,Nov,9,14,10,21,Returning_Visitor,False,0
0,0.0,1,0.0,9,215.0,0.044444444,0.074074074,0.0,0.8,Feb,4,1,1,3,Returning_Visitor,False,0
1,174.0,0,0.0,9,272.0,0.013333333,0.073333333,0.0,0.0,May,1,1,3,4,Returning_Visitor,False,0
2,66.4,3,41.2,138,4031.561667,0.002857143,0.010238095,0.0,0.0,Nov,2,2,9,13,Returning_Visitor,False,0
2,29.5,0,0.0,36,1110.666667,0.005405405,0.035585586,0.0,0.0,Dec,2,4,9,2,Returning_Visitor,True,0
0,0.0,0,0.0,10,123.0,0.0,0.02,0.0,0.0,May,2,2,3,3,Returning_Visitor,False,0
3,45.0,0,0.0,10,579.3333333,0.0,0.022222222,0.0,0.0,May,1,1,2,5,New_Visitor,False,0
19,402.1857143,4,116.0,64,3179.354257,0.002531646,0.016289934,4.642,0.0,Mar,2,2,2,2,Returning_Visitor,False,1
0,0.0,1,0.0,7,1646.2,0.025,0.075,0.0,0.0,June,2,2,1,2,Returning_Visitor,False,0
