sample_id,test_type,result_value,unit,run_date,operator_id,site_code,status
MLN-2026-00540,endotoxin,209.9007,pass/fail,2025-08-13 14:00:00,J.Wong,MIL,failed
MLN-2026-00541,endotoxin,491.881,mg/mL,2025-08-14 00:00:00,R.Tanaka,MIL,passed
MLN-2026-00542,sterility,19.6203,mg/mL,2025-08-14 10:00:00,A.Kumar,MIL,pending
MLN-2026-00543,microbial_limit,671.3713,EU/mL,2025-08-14 20:00:00,R.Tanaka,MIL,passed
MLN-2026-00544,pH,523.1629,EU/mL,2025-08-15 06:00:00,R.Tanaka,MIL,pending
MLN-2026-00545,pH,898.6399,EU/mL,2025-08-15 16:00:00,A.Kumar,MIL,passed
MLN-2026-00546,pH,164.401,mg/mL,2025-08-16 02:00:00,J.Wong,MIL,passed
MLN-2026-00547,sterility,804.1112,mg/mL,2025-08-16 12:00:00,T.Smith,MIL,passed
MLN-2026-00548,sterility,791.9631,pH,2025-08-16 22:00:00,T.Smith,MIL,failed
MLN-2026-00549,potency,127.1899,CFU/g,2025-08-17 08:00:00,T.Smith,MIL,failed
MLN-2026-00550,pH,398.5652,CFU/g,2025-08-17 18:00:00,T.Smith,MIL,pending
MLN-2026-00551,pH,170.1609,pH,2025-08-18 04:00:00,UNKNOWN,MIL,failed
MLN-2026-00552,sterility,254.728,CFU/g,2025-08-18 14:00:00,T.Smith,MIL,passed
MLN-2026-00553,sterility,263.2535,mg/mL,2025-08-19 00:00:00,A.Kumar,MIL,failed
MLN-2026-00554,potency,556.2408,CFU/g,2025-08-19 10:00:00,T.Smith,MIL,failed
MLN-2026-00555,potency,411.4168,mg/mL,2025-08-19 20:00:00,R.Tanaka,MIL,
MLN-2026-00556,endotoxin,947.7333,pH,2025-08-20 00:00:00,T.Smith,MIL,passed
MLN-2026-00557,microbial_limit,126.3789,EU/mL,2025-08-20 16:00:00,J.Wong,MIL,failed
MLN-2026-00558,pH,973.6924,,2025-08-21 02:00:00,A.Kumar,MIL,passed
MLN-2026-00559,pH,230.6463,CFU/g,2025-08-21 12:00:00,A.Kumar,MIL,failed
MLN-2026-00560,potency,772.8762,mg/mL,2025-08-21 22:00:00,UNKNOWN,MIL,failed
MLN-2026-00561,potency,338.9765,CFU/g,2025-08-22 08:00:00,R.Tanaka,MIL,passed
MLN-2026-00562,endotoxin,143.09,CFU/g,2025-08-22 18:00:00,A.Kumar,MIL,passed
MLN-2026-00563,microbial_limit,857.8906,EU/mL,2025-08-23 04:00:00,J.Wong,MIL,failed
MLN-2026-00564,endotoxin,308.8678,CFU/g,2025-08-23 14:00:00,T.Smith,MIL,pending
MLN-2026-00565,microbial_limit,658.8588,EU/mL,2025-08-24 00:00:00,A.Kumar,MIL,pending
MLN-2026-00566,pH,566.448,mg/mL,2025-08-24 10:00:00,J.Wong,MIL,passed
MLN-2026-00567,endotoxin,471.7616,mg/mL,2025-08-24 20:00:00,T.Smith,MIL,passed
MLN-2026-00568,potency,495.8245,EU/mL,2025-08-25 00:00:00,UNKNOWN,MIL,failed
MLN-2026-00569,endotoxin,732.2406,pH,2025-08-25 16:00:00,A.Kumar,MIL,passed
MLN-2026-00570,endotoxin,87.782,mg/mL,2025-08-26 02:00:00,A.Kumar,MIL,failed
MLN-2026-00571,pH,668.184,pH,2025-08-26 12:00:00,J.Wong,MIL,passed
MLN-2026-00572,potency,895.8131,mg/mL,2025-08-26 22:00:00,R.Tanaka,MIL,pending
MLN-2026-00573,potency,57.7976,mg/mL,2025-08-27 08:00:00,UNKNOWN,MIL,passed
MLN-2026-00574,sterility,140.6619,pass/fail,2025-08-27 00:00:00,R.Tanaka,MIL,pending
MLN-2026-00575,sterility,716.6348,CFU/g,2025-08-28 04:00:00,A.Kumar,MIL,passed
MLN-2026-00576,sterility,437.2873,CFU/g,2025-08-28 14:00:00,R.Tanaka,MIL,failed
MLN-2026-00577,pH,403.5546,pH,2025-08-29 00:00:00,T.Smith,MIL,passed
MLN-2026-00578,endotoxin,,CFU/g,2025-08-29 10:00:00,UNKNOWN,MIL,failed
MLN-2026-00579,potency,506.775,pH,2025-08-29 20:00:00,R.Tanaka,MIL,failed
MLN-2026-00580,potency,126.554,mg/mL,2025-08-30 06:00:00,T.Smith,MIL,passed
MLN-2026-00581,endotoxin,476.6257,pass/fail,2025-08-30 16:00:00,J.Wong,MIL,passed
MLN-2026-00582,potency,763.6177,pass/fail,2025-08-31 02:00:00,R.Tanaka,MIL,pending
MLN-2026-00583,endotoxin,258.2718,mg/mL,2025-08-31 12:00:00,UNKNOWN,MIL,failed
MLN-2026-00584,pH,,EU/mL,2025-08-31 22:00:00,T.Smith,MIL,pending
MLN-2026-00585,pH,992.016,EU/mL,2025-01-09 08:00:00,R.Tanaka,MIL,failed
MLN-2026-00586,pH,686.6536,CFU/g,2025-01-09 18:00:00,J.Wong,MIL,failed
MLN-2026-00587,endotoxin,841.3584,pH,2025-02-09 04:00:00,R.Tanaka,MIL,failed
MLN-2026-00588,endotoxin,414.8535,pass/fail,2025-02-09 14:00:00,T.Smith,MIL,passed
MLN-2026-00589,microbial_limit,767.8632,CFU/g,2025-03-09 00:00:00,R.Tanaka,MIL,pending
MLN-2026-00590,potency,40.5188,mg/mL,2025-03-09 10:00:00,UNKNOWN,MIL,passed
MLN-2026-00591,potency,122.92,pass/fail,2025-03-09 20:00:00,A.Kumar,MIL,failed
MLN-2026-00592,microbial_limit,203.0786,pH,2025-04-09 06:00:00,T.Smith,MIL,pending
MLN-2026-00593,microbial_limit,401.9579,pH,2025-04-09 16:00:00,T.Smith,MIL,passed
MLN-2026-00594,pH,845.7464,EU/mL,2025-05-09 02:00:00,T.Smith,MIL,passed
MLN-2026-00595,microbial_limit,346.2726,CFU/g,2025-05-09 12:00:00,T.Smith,MIL,failed
MLN-2026-00596,endotoxin,654.6246,mg/mL,2025-05-09 22:00:00,R.Tanaka,MIL,failed
MLN-2026-00597,sterility,709.3172,pass/fail,2025-06-09 08:00:00,UNKNOWN,MIL,passed
MLN-2026-00598,endotoxin,586.1865,pH,2025-06-09 18:00:00,J.Wong,MIL,passed
MLN-2026-00599,microbial_limit,357.2484,pass/fail,2025-07-09 04:00:00,UNKNOWN,MIL,failed
MLN-2026-00600,potency,577.0576,mg/mL,2025-07-09 14:00:00,T.Smith,MIL,failed
POG-2026-00001,pH,144.51,pass/fail,2025-01-01 00:00:00,COLOMBO_S,POG,pending
POG-2026-00002,conductivity,198.98,EU/mL,2025-01-01 00:00:00,COLOMBO_S,POG,passed
POG-2026-00003,sterility,459.77,uS/cm,2025-01-01 00:00:00,VERDI_A,POG,pending
POG-2026-00004,pH,496.63,pass/fail,2025-01-01 00:00:00,VERDI_A,POG,passed
POG-2026-00005,endotoxin,22.55,pH,2025-01-02 00:00:00,NERI_F,POG,passed
POG-2026-00006,pH,380.53,ppb,2025-01-02 00:00:00,ROSSI_L,POG,failed
POG-2026-00007,TOC,185.92,ppb,2025-01-02 00:00:00,ROSSI_L,POG,pending
POG-2026-00008,conductivity,196.29,pH,2025-01-02 00:00:00,VERDI_A,POG,pending
POG-2026-00009,conductivity,377.16,pH,2025-01-03 00:00:00,ROSSI_L,POG,failed
POG-2026-00010,pH,459.22,ppb,2025-01-03 00:00:00,VERDI_A,POG,pending
POG-2026-00011,sterility,475.47,pass/fail,2025-01-03 00:00:00,COLOMBO_S,POG,passed
POG-2026-00012,endotoxin,288.6,ppb,2025-01-03 00:00:00,NERI_F,POG,passed
POG-2026-00013,conductivity,178.62,pH,2025-01-04 00:00:00,BIANCHI_M,POG,passed
POG-2026-00014,TOC,393.8,uS/cm,2025-01-04 00:00:00,NERI_F,POG,passed
POG-2026-00015,TOC,125.58,EU/mL,2025-01-04 00:00:00,VERDI_A,POG,passed
POG-2026-00016,sterility,282.08,uS/cm,2025-01-04 00:00:00,VERDI_A,POG,passed
POG-2026-00017,conductivity,179.35,uS/cm,2025-01-05 00:00:00,NERI_F,POG,passed
POG-2026-00018,pH,328.35,pH,2025-01-05 00:00:00,VERDI_A,POG,failed
POG-2026-00019,TOC,120.28,ppb,2025-01-05 00:00:00,ROSSI_L,POG,passed
POG-2026-00020,sterility,95.88,pass/fail,2025-01-05 00:00:00,ROSSI_L,POG,passed
POG-2026-00021,conductivity,459.13,uS/cm,2025-01-06 00:00:00,VERDI_A,POG,passed
POG-2026-00022,conductivity,50.99,ppb,2025-01-06 00:00:00,VERDI_A,POG,failed
POG-2026-00023,conductivity,253.03,pass/fail,2025-01-06 00:00:00,ROSSI_L,POG,failed
POG-2026-00024,conductivity,110.5,uS/cm,2025-01-06 00:00:00,VERDI_A,POG,passed
POG-2026-00025,conductivity,19.56,pass/fail,2025-01-07 00:00:00,VERDI_A,POG,passed
POG-2026-00026,TOC,18.11,ppb,2025-01-07 00:00:00,NERI_F,POG,passed
POG-2026-00027,sterility,87.69,EU/mL,2025-01-07 00:00:00,BIANCHI_M,POG,passed
POG-2026-00028,conductivity,433.4,ppb,2025-01-07 00:00:00,ROSSI_L,POG,passed
POG-2026-00029,endotoxin,141.31,pH,2025-01-08 00:00:00,NERI_F,POG,passed
POG-2026-00030,endotoxin,475.23,pass/fail,2025-01-08 00:00:00,BIANCHI_M,POG,passed
POG-2026-00031,sterility,290.85,EU/mL,2025-01-08 00:00:00,VERDI_A,POG,passed
POG-2026-00032,pH,218.36,pass/fail,2025-01-08 00:00:00,VERDI_A,POG,pending
POG-2026-00033,pH,290.09,pass/fail,2025-01-09 00:00:00,NERI_F,POG,pending
POG-2026-00034,pH,258.4,uS/cm,2025-01-09 00:00:00,VERDI_A,POG,passed
POG-2026-00035,endotoxin,379.41,pH,2025-01-09 00:00:00,COLOMBO_S,POG,passed
POG-2026-00036,pH,141.32,pass/fail,2025-01-09 00:00:00,NERI_F,POG,passed
POG-2026-00037,TOC,176.59,ppb,2025-01-10 00:00:00,BIANCHI_M,POG,passed
POG-2026-00038,conductivity,447.06,ppb,2025-01-10 00:00:00,NERI_F,POG,pending
POG-2026-00039,endotoxin,473.23,uS/cm,2025-01-10 00:00:00,ROSSI_L,POG,passed
POG-2026-00040,sterility,446.29,pH,2025-01-10 00:00:00,NERI_F,POG,failed
POG-2026-00041,sterility,209.78,pH,2025-01-11 00:00:00,VERDI_A,POG,passed
POG-2026-00042,conductivity,390.2,ppb,2025-01-11 00:00:00,VERDI_A,POG,pending
POG-2026-00043,endotoxin,238.22,EU/mL,2025-01-11 00:00:00,COLOMBO_S,POG,passed
POG-2026-00044,pH,248.82,uS/cm,2025-01-11 00:00:00,COLOMBO_S,POG,failed
POG-2026-00045,pH,102.42,uS/cm,2025-01-12 00:00:00,COLOMBO_S,POG,passed
POG-2026-00046,TOC,295.61,ppb,2025-01-12 00:00:00,BIANCHI_M,POG,passed
POG-2026-00047,TOC,93.15,ppb,2025-01-12 00:00:00,COLOMBO_S,POG,passed
POG-2026-00048,pH,165.85,EU/mL,2025-01-12 00:00:00,BIANCHI_M,POG,passed
POG-2026-00049,sterility,427.53,EU/mL,2025-01-13 00:00:00,COLOMBO_S,POG,pending
POG-2026-00050,sterility,103.62,pH,2025-01-13 00:00:00,BIANCHI_M,POG,pending
POG-2026-00051,TOC,35.67,uS/cm,2025-01-13 00:00:00,NERI_F,POG,pending
POG-2026-00052,conductivity,34.6,uS/cm,2025-01-13 00:00:00,NERI_F,POG,passed
POG-2026-00053,pH,470.4,ppb,2025-01-14 00:00:00,VERDI_A,POG,failed
POG-2026-00054,TOC,253.51,pH,2025-01-14 00:00:00,BIANCHI_M,POG,passed
POG-2026-00055,TOC,204.77,uS/cm,2025-01-14 00:00:00,ROSSI_L,POG,passed
POG-2026-00056,pH,405.46,pH,2025-01-14 00:00:00,VERDI_A,POG,passed
POG-2026-00057,pH,417.93,pH,2025-01-15 00:00:00,NERI_F,POG,passed
POG-2026-00058,sterility,166.16,ppb,2025-01-15 00:00:00,BIANCHI_M,POG,passed
POG-2026-00059,conductivity,346.84,pH,2025-01-15 00:00:00,COLOMBO_S,POG,passed
POG-2026-00060,conductivity,385.58,EU/mL,2025-01-15 00:00:00,ROSSI_L,POG,passed
POG-2026-00061,pH,327.36,EU/mL,2025-01-16 00:00:00,NERI_F,POG,failed
POG-2026-00062,endotoxin,75.88,pass/fail,2025-01-16 00:00:00,VERDI_A,POG,passed
POG-2026-00063,TOC,437.95,ppb,2025-01-16 00:00:00,BIANCHI_M,POG,passed
POG-2026-00064,TOC,269.59,pass/fail,2025-01-16 00:00:00,ROSSI_L,POG,passed
POG-2026-00065,pH,141.31,EU/mL,2025-01-17 00:00:00,BIANCHI_M,POG,passed
POG-2026-00066,endotoxin,212.67,pass/fail,2025-01-17 00:00:00,COLOMBO_S,POG,passed
POG-2026-00067,sterility,18.88,ppb,2025-01-17 00:00:00,VERDI_A,POG,passed
POG-2026-00068,pH,64.02,ppb,2025-01-17 00:00:00,BIANCHI_M,POG,passed
POG-2026-00069,pH,382.8,pH,2025-01-18 00:00:00,NERI_F,POG,failed
POG-2026-00070,TOC,0.11,uS/cm,2025-01-18 00:00:00,VERDI_A,POG,passed
POG-2026-00071,pH,208.34,pH,2025-01-18 00:00:00,NERI_F,POG,failed
POG-2026-00072,pH,261.3,ppb,2025-01-18 00:00:00,BIANCHI_M,POG,passed
POG-2026-00073,pH,27.41,EU/mL,2025-01-19 00:00:00,VERDI_A,POG,passed
POG-2026-00074,TOC,486.54,EU/mL,2025-01-19 00:00:00,NERI_F,POG,failed
POG-2026-00075,sterility,113.14,pH,2025-01-19 00:00:00,COLOMBO_S,POG,passed
POG-2026-00076,sterility,152.17,ppb,2025-01-19 00:00:00,COLOMBO_S,POG,passed
POG-2026-00077,pH,152.04,EU/mL,2025-01-20 00:00:00,BIANCHI_M,POG,pending
POG-2026-00078,TOC,115.29,ppb,2025-01-20 00:00:00,VERDI_A,POG,passed
POG-2026-00079,sterility,0.84,EU/mL,2025-01-20 00:00:00,ROSSI_L,POG,failed
POG-2026-00080,sterility,364.7,ppb,2025-01-20 00:00:00,VERDI_A,POG,passed
POG-2026-00081,sterility,483.43,pass/fail,2025-01-21 00:00:00,COLOMBO_S,POG,failed
POG-2026-00082,TOC,112.22,ppb,2025-01-21 00:00:00,NERI_F,POG,passed
POG-2026-00083,TOC,331.56,ppb,2025-01-21 00:00:00,ROSSI_L,POG,passed
POG-2026-00084,pH,370.97,pH,2025-01-21 00:00:00,BIANCHI_M,POG,passed
POG-2026-00085,conductivity,424.23,pass/fail,2025-01-22 00:00:00,ROSSI_L,POG,passed
POG-2026-00086,sterility,,uS/cm,2025-01-22 00:00:00,BIANCHI_M,POG,passed
POG-2026-00087,conductivity,151.54,pH,2025-01-22 00:00:00,ROSSI_L,POG,passed
POG-2026-00088,TOC,162.72,uS/cm,2025-01-22 00:00:00,BIANCHI_M,POG,passed
POG-2026-00089,TOC,356.34,EU/mL,2025-01-23 00:00:00,BIANCHI_M,POG,passed
POG-2026-00090,TOC,408.41,uS/cm,2025-01-23 00:00:00,ROSSI_L,POG,passed
POG-2026-00091,conductivity,90.89,ppb,2025-01-23 00:00:00,ROSSI_L,POG,pending
POG-2026-00092,TOC,185.53,uS/cm,2025-01-23 00:00:00,BIANCHI_M,POG,passed
POG-2026-00093,pH,450.98,pH,2025-01-24 00:00:00,COLOMBO_S,POG,passed
POG-2026-00094,TOC,403.37,pH,2025-01-24 00:00:00,ROSSI_L,POG,passed
POG-2026-00095,endotoxin,492.43,uS/cm,2025-01-24 00:00:00,VERDI_A,POG,passed
POG-2026-00096,conductivity,377.15,pH,2025-01-24 00:00:00,NERI_F,POG,pending
POG-2026-00097,endotoxin,196.66,pH,2025-01-25 00:00:00,BIANCHI_M,POG,passed
POG-2026-00098,TOC,295.36,uS/cm,2025-01-25 00:00:00,BIANCHI_M,POG,pending
POG-2026-00099,pH,330.54,pass/fail,2025-01-25 00:00:00,NERI_F,POG,passed
POG-2026-00100,sterility,39.32,pass/fail,2025-01-25 00:00:00,COLOMBO_S,POG,failed
POG-2026-00101,TOC,272.29,EU/mL,2025-01-26 00:00:00,NERI_F,POG,passed
POG-2026-00102,pH,354.69,pH,2025-01-26 00:00:00,ROSSI_L,POG,pending
POG-2026-00103,conductivity,83.74,uS/cm,2025-01-26 00:00:00,NERI_F,POG,passed
POG-2026-00104,endotoxin,390.34,pH,2025-01-26 00:00:00,BIANCHI_M,POG,passed
POG-2026-00105,endotoxin,291.93,ppb,2025-01-27 00:00:00,NERI_F,POG,passed
POG-2026-00106,endotoxin,476.12,pH,2025-01-27 00:00:00,VERDI_A,POG,passed
POG-2026-00107,conductivity,21.31,pH,2025-01-27 00:00:00,ROSSI_L,POG,pending
POG-2026-00108,pH,,pass/fail,2025-01-27 00:00:00,NERI_F,POG,passed
POG-2026-00109,conductivity,300.82,uS/cm,2025-01-28 00:00:00,BIANCHI_M,POG,passed
POG-2026-00110,endotoxin,148.35,pH,2025-01-28 00:00:00,ROSSI_L,POG,failed
POG-2026-00111,TOC,357.24,pass/fail,2025-01-28 00:00:00,BIANCHI_M,POG,passed
POG-2026-00112,sterility,379.53,EU/mL,2025-01-28 00:00:00,COLOMBO_S,POG,pending
POG-2026-00113,conductivity,51.35,pass/fail,2025-01-29 00:00:00,VERDI_A,POG,failed
POG-2026-00114,conductivity,256.98,pass/fail,2025-01-29 00:00:00,COLOMBO_S,POG,passed
POG-2026-00115,pH,254.49,pass/fail,2025-01-29 00:00:00,VERDI_A,POG,pending
POG-2026-00116,pH,184.7,pH,2025-01-29 00:00:00,NERI_F,POG,passed
POG-2026-00117,conductivity,466.47,pH,2025-01-30 00:00:00,ROSSI_L,POG,passed
POG-2026-00118,endotoxin,413.77,EU/mL,2025-01-30 00:00:00,NERI_F,POG,passed
POG-2026-00119,sterility,348.63,ppb,2025-01-30 00:00:00,VERDI_A,POG,passed
POG-2026-00120,pH,357.19,ppb,2025-01-30 00:00:00,VERDI_A,POG,failed
POG-2026-00121,endotoxin,230.91,ppb,2025-01-31 00:00:00,VERDI_A,POG,pending
POG-2026-00122,TOC,460.51,EU/mL,2025-01-31 00:00:00,BIANCHI_M,POG,passed
POG-2026-00123,pH,347.33,ppb,2025-01-31 00:00:00,ROSSI_L,POG,passed
POG-2026-00124,endotoxin,,ppb,2025-01-31 00:00:00,NERI_F,POG,pending
POG-2026-00125,endotoxin,430.86,pass/fail,2025-02-01 00:00:00,NERI_F,POG,passed
POG-2026-00126,sterility,137.11,pH,2025-02-01 00:00:00,COLOMBO_S,POG,passed
POG-2026-00127,sterility,403.55,pH,2025-02-01 00:00:00,VERDI_A,POG,passed
POG-2026-00128,TOC,97.7,pass/fail,2025-02-01 00:00:00,VERDI_A,POG,pending
POG-2026-00129,endotoxin,172.74,pass/fail,2025-02-02 00:00:00,VERDI_A,POG,passed
POG-2026-00130,endotoxin,167.87,pass/fail,2025-02-02 00:00:00,NERI_F,POG,failed
POG-2026-00131,sterility,489.26,pH,2025-02-02 00:00:00,COLOMBO_S,POG,failed
POG-2026-00132,pH,,ppb,2025-02-02 00:00:00,BIANCHI_M,POG,passed
POG-2026-00133,pH,350.61,pass/fail,2025-02-03 00:00:00,ROSSI_L,POG,passed
POG-2026-00134,conductivity,363.56,EU/mL,2025-02-03 00:00:00,BIANCHI_M,POG,failed
POG-2026-00135,sterility,281.08,pass/fail,2025-02-03 00:00:00,NERI_F,POG,passed
POG-2026-00136,conductivity,473.55,uS/cm,2025-02-03 00:00:00,VERDI_A,POG,failed
POG-2026-00137,sterility,248.18,pass/fail,2025-02-04 00:00:00,ROSSI_L,POG,pending
POG-2026-00138,TOC,190.32,pH,2025-02-04 00:00:00,NERI_F,POG,passed
POG-2026-00139,endotoxin,81.6,pass/fail,2025-02-04 00:00:00,NERI_F,POG,failed
POG-2026-00140,TOC,393.12,uS/cm,2025-02-04 00:00:00,NERI_F,POG,failed
POG-2026-00141,sterility,367.25,EU/mL,2025-02-05 00:00:00,ROSSI_L,POG,failed
POG-2026-00142,endotoxin,192.24,ppb,2025-02-05 00:00:00,ROSSI_L,POG,passed
POG-2026-00143,pH,12.69,pass/fail,2025-02-05 00:00:00,COLOMBO_S,POG,passed
POG-2026-00144,pH,419.51,uS/cm,2025-02-05 00:00:00,COLOMBO_S,POG,passed
POG-2026-00145,conductivity,5.81,uS/cm,2025-02-06 00:00:00,BIANCHI_M,POG,failed
POG-2026-00146,sterility,351.88,EU/mL,2025-02-06 00:00:00,ROSSI_L,POG,passed
POG-2026-00147,sterility,485.13,pH,2025-02-06 00:00:00,ROSSI_L,POG,failed
POG-2026-00148,pH,218.89,pass/fail,2025-02-06 00:00:00,ROSSI_L,POG,passed
POG-2026-00149,TOC,117.56,uS/cm,2025-02-07 00:00:00,COLOMBO_S,POG,passed
POG-2026-00150,endotoxin,352.47,EU/mL,2025-02-07 00:00:00,NERI_F,POG,passed
POG-2026-00151,TOC,408.58,ppb,2025-02-07 00:00:00,VERDI_A,POG,failed
POG-2026-00152,TOC,273.26,uS/cm,2025-02-07 00:00:00,COLOMBO_S,POG,passed
POG-2026-00153,pH,483.52,EU/mL,2025-02-08 00:00:00,ROSSI_L,POG,passed
POG-2026-00154,pH,25.93,pH,2025-02-08 00:00:00,COLOMBO_S,POG,passed
POG-2026-00155,pH,252.45,pH,2025-02-08 00:00:00,BIANCHI_M,POG,failed
POG-2026-00156,conductivity,359.26,uS/cm,2025-02-08 00:00:00,ROSSI_L,POG,passed
POG-2026-00157,TOC,431.33,uS/cm,2025-02-09 00:00:00,BIANCHI_M,POG,passed
POG-2026-00158,sterility,89.71,pass/fail,2025-02-09 00:00:00,ROSSI_L,POG,pending
POG-2026-00159,endotoxin,400.02,EU/mL,2025-02-09 00:00:00,COLOMBO_S,POG,failed
POG-2026-00160,conductivity,276.4,uS/cm,2025-02-09 00:00:00,NERI_F,POG,pending
POG-2026-00161,sterility,198.34,pass/fail,2025-02-10 00:00:00,VERDI_A,POG,passed
POG-2026-00162,TOC,65.94,pass/fail,2025-02-10 00:00:00,BIANCHI_M,POG,passed
POG-2026-00163,pH,432.66,uS/cm,2025-02-10 00:00:00,COLOMBO_S,POG,pending
POG-2026-00164,TOC,78.72,pH,2025-02-10 00:00:00,NERI_F,POG,passed
POG-2026-00165,endotoxin,154.96,EU/mL,2025-02-11 00:00:00,COLOMBO_S,POG,failed
POG-2026-00166,conductivity,145.09,EU/mL,2025-02-11 00:00:00,BIANCHI_M,POG,passed
POG-2026-00167,conductivity,435.72,pH,2025-02-11 00:00:00,VERDI_A,POG,passed
POG-2026-00168,endotoxin,336.38,uS/cm,2025-02-11 00:00:00,COLOMBO_S,POG,passed
POG-2026-00169,sterility,398.36,EU/mL,2025-02-12 00:00:00,ROSSI_L,POG,passed
POG-2026-00170,sterility,125.31,uS/cm,2025-02-12 00:00:00,NERI_F,POG,passed
POG-2026-00171,conductivity,312.47,uS/cm,2025-02-12 00:00:00,COLOMBO_S,POG,passed
POG-2026-00172,conductivity,285.92,pass/fail,2025-02-12 00:00:00,NERI_F,POG,pending
POG-2026-00173,pH,416.43,pH,2025-02-13 00:00:00,ROSSI_L,POG,passed
POG-2026-00174,sterility,453.05,uS/cm,2025-02-13 00:00:00,VERDI_A,POG,failed
POG-2026-00175,endotoxin,6.18,ppb,2025-02-13 00:00:00,VERDI_A,POG,failed
POG-2026-00176,sterility,337.04,pH,2025-02-13 00:00:00,ROSSI_L,POG,passed
POG-2026-00177,pH,26.01,EU/mL,2025-02-14 00:00:00,NERI_F,POG,passed
POG-2026-00178,conductivity,274.47,pass/fail,2025-02-14 00:00:00,COLOMBO_S,POG,failed
POG-2026-00179,conductivity,143.89,EU/mL,2025-02-14 00:00:00,ROSSI_L,POG,passed
POG-2026-00180,pH,153.46,EU/mL,2025-02-14 00:00:00,BIANCHI_M,POG,failed
POG-2026-00181,endotoxin,176.54,pH,2025-02-15 00:00:00,NERI_F,POG,failed
POG-2026-00182,conductivity,310.68,EU/mL,2025-02-15 00:00:00,VERDI_A,POG,pending
POG-2026-00183,TOC,167.09,uS/cm,2025-02-15 00:00:00,ROSSI_L,POG,passed
POG-2026-00184,conductivity,366.38,EU/mL,2025-02-15 00:00:00,VERDI_A,POG,passed
POG-2026-00185,TOC,202.32,pass/fail,2025-02-16 00:00:00,NERI_F,POG,passed
POG-2026-00186,pH,34.27,pass/fail,2025-02-16 00:00:00,VERDI_A,POG,passed
POG-2026-00187,pH,391.9,ppb,2025-02-16 00:00:00,ROSSI_L,POG,pending
POG-2026-00188,conductivity,142.95,pass/fail,2025-02-16 00:00:00,NERI_F,POG,passed
POG-2026-00189,sterility,216.44,EU/mL,2025-02-17 00:00:00,BIANCHI_M,POG,passed
POG-2026-00190,TOC,342.75,pass/fail,2025-02-17 00:00:00,ROSSI_L,POG,failed
POG-2026-00191,endotoxin,166.29,pH,2025-02-17 00:00:00,COLOMBO_S,POG,passed
POG-2026-00192,conductivity,28.39,pass/fail,2025-02-17 00:00:00,ROSSI_L,POG,passed
POG-2026-00193,endotoxin,187.02,uS/cm,2025-02-18 00:00:00,NERI_F,POG,passed
POG-2026-00194,conductivity,472.23,pH,2025-02-18 00:00:00,ROSSI_L,POG,pending
POG-2026-00195,sterility,320.9,ppb,2025-02-18 00:00:00,BIANCHI_M,POG,passed
POG-2026-00196,sterility,335.77,uS/cm,2025-02-18 00:00:00,BIANCHI_M,POG,pending
POG-2026-00197,sterility,316.18,EU/mL,2025-02-19 00:00:00,COLOMBO_S,POG,passed
POG-2026-00198,sterility,99.58,EU/mL,2025-02-19 00:00:00,VERDI_A,POG,failed
POG-2026-00199,pH,209.23,EU/mL,2025-02-19 00:00:00,NERI_F,POG,failed
POG-2026-00200,pH,375.49,uS/cm,2025-02-19 00:00:00,NERI_F,POG,passed
POG-2026-00201,TOC,50.78,uS/cm,2025-02-20 00:00:00,VERDI_A,POG,passed
POG-2026-00202,endotoxin,139.0,uS/cm,2025-02-20 00:00:00,BIANCHI_M,POG,passed
POG-2026-00203,conductivity,138.23,pH,2025-02-20 00:00:00,BIANCHI_M,POG,failed
POG-2026-00204,conductivity,216.07,pH,2025-02-20 00:00:00,ROSSI_L,POG,passed
POG-2026-00205,pH,490.19,EU/mL,2025-02-21 00:00:00,COLOMBO_S,POG,passed
POG-2026-00206,conductivity,33.84,pass/fail,2025-02-21 00:00:00,COLOMBO_S,POG,passed
POG-2026-00207,pH,259.4,EU/mL,2025-02-21 00:00:00,COLOMBO_S,POG,passed
POG-2026-00208,TOC,89.76,ppb,2025-02-21 00:00:00,ROSSI_L,POG,passed
POG-2026-00209,endotoxin,485.34,pH,2025-02-22 00:00:00,COLOMBO_S,POG,passed
POG-2026-00210,TOC,56.74,uS/cm,2025-02-22 00:00:00,VERDI_A,POG,passed
POG-2026-00211,sterility,201.86,pH,2025-02-22 00:00:00,ROSSI_L,POG,pending
POG-2026-00212,sterility,368.97,uS/cm,2025-02-22 00:00:00,VERDI_A,POG,failed
POG-2026-00213,sterility,352.31,ppb,2025-02-23 00:00:00,ROSSI_L,POG,passed
POG-2026-00214,TOC,211.42,ppb,2025-02-23 00:00:00,COLOMBO_S,POG,pending
POG-2026-00215,conductivity,173.33,pH,2025-02-23 00:00:00,VERDI_A,POG,failed
POG-2026-00216,endotoxin,198.87,uS/cm,2025-02-23 00:00:00,VERDI_A,POG,pending
POG-2026-00217,sterility,132.21,ppb,2025-02-24 00:00:00,VERDI_A,POG,passed
POG-2026-00218,sterility,102.75,EU/mL,2025-02-24 00:00:00,ROSSI_L,POG,passed
POG-2026-00219,sterility,241.57,EU/mL,2025-02-24 00:00:00,NERI_F,POG,passed
POG-2026-00220,endotoxin,134.34,uS/cm,2025-02-24 00:00:00,COLOMBO_S,POG,failed
POG-2026-00221,sterility,143.8,pH,2025-02-25 00:00:00,VERDI_A,POG,passed
